DATE,CRIME_COUNT,ROLLING_MEAN_3,ROLLING_STD_3,GROWTH_RATE,LAG_1,LAG_2,LAG_3,VOLATILITY,ANOMALY,ANOMALY_SCORE
2010-08-01,2964,2793.333333333333,259.2572724791596,0.0147209859637109,2921.0,2495.0,2535.0,0.0928128660426585,0,0.10275538067206386
2010-09-01,2785,2890.0,93.43982020530562,-0.060391363022942,2964.0,2921.0,2495.0,0.0323321177180988,0,0.12169767092436445
2010-10-01,2776,2841.6666666666665,106.0393008904395,-0.0032315978456014,2785.0,2964.0,2921.0,0.0373158830112983,0,0.1308776923436571
2010-11-01,2415,2658.6666666666665,211.0694988228596,-0.130043227665706,2776.0,2785.0,2964.0,0.0793892297478158,0,0.131728829957589
2010-12-01,2352,2514.333333333333,228.7888400541712,-0.026086956521739,2415.0,2776.0,2785.0,0.0909938380170374,0,0.1224929192945508
2011-01-01,2426,2397.6666666666665,39.92910383834271,0.0314625850340135,2352.0,2415.0,2776.0,0.016653317324486,0,0.13895164960315698
2011-02-01,2144,2307.333333333333,146.20989478599992,-0.1162407254740313,2426.0,2352.0,2415.0,0.0633674782372146,0,0.1680657726586059
2011-03-01,2218,2262.6666666666665,146.20989478599992,0.0345149253731342,2144.0,2426.0,2352.0,0.0646183978134943,0,0.17412963674463733
2011-04-01,2320,2227.333333333333,88.37043246093764,0.0459873760144273,2218.0,2144.0,2426.0,0.0396754410929082,0,0.1738624151034922
2011-05-01,2558,2365.333333333333,174.47444894119343,0.1025862068965517,2320.0,2218.0,2144.0,0.0737631548511246,0,0.16037149539932077
2011-06-01,2591,2489.6666666666665,147.8591672279169,0.0129007036747459,2558.0,2320.0,2218.0,0.0593891420114808,0,0.15666114850312302
2011-07-01,2979,2709.333333333333,234.12033942682783,0.1497491316094172,2591.0,2558.0,2320.0,0.0864125268553744,0,0.12637725830087876
2011-08-01,2695,2755.0,200.8382433701304,-0.0953340046995636,2979.0,2591.0,2558.0,0.0728995438730056,0,0.14389029926457397
2011-09-01,2661,2778.333333333333,174.61195071739243,-0.0126159554730983,2695.0,2979.0,2591.0,0.0628477327117189,0,0.13943084851986398
2011-10-01,2973,2776.333333333333,171.16463809249,0.117249154453213,2661.0,2695.0,2979.0,0.0616513284040665,0,0.12981166589825582
2011-11-01,2998,2877.333333333333,187.76669921296764,0.0084090144635049,2973.0,2661.0,2695.0,0.065257193887732,0,0.13087130215577708
2011-12-01,2899,2956.6666666666665,51.4813882226677,-0.0330220146764509,2998.0,2973.0,2661.0,0.0174119689591886,0,0.11321607620871288
